Just a tho,5.519269560208343e+27,4.709393515779155e+27,P
@ElzMo3008,1.2891320142914333e+17,2.3374121909008085e+19,N
#BreakingN,2.7068451360709857e+18,1.0362303418386757e+23,N
I'm back f,4.244196557249249e+24,1.6987306745314473e+22,P
@RicePolit,201128421.25,169964203.57,P
We used to,4129.75,3512.43,P
Unusually ,2.1800660459540482e+23,8.697589650218042e+20,P
#Covid_19 ,340130610787719.44,6.127510586378032e+16,N
What is cr,4.827925294013855e+18,1.8541856652082418e+23,N
#Retail #c,12456429846.03,10628621680.59,P
If there w,1484058420331.16,1266293440685.49,P
In Respons,1.997289224752772e+22,1.6987307176999548e+22,P
#vegan #co,3.377638526761738e+28,6.124224243819625e+30,N
@GOPLeader,176810653560105.34,150866143496330.97,P
#sanfranci,1.1198087465290588e+22,4.453211595938902e+19,P
me adding ,176810645857902.94,150866138947974.44,P
Also, Gov ,1.4562300149853242e+25,5.791078552410841e+22,P
This is re,4.632593515993227e+25,1.854185708777465e+23,P
#Covid_19 ,5.056533576812918e+26,4.314557520085566e+26,P
Remember O,2.4799031286757427e+17,979861354305768.2,P
Grocery sh,1.407103730202459e+18,5613779684553439.0,P
When scien,4.6325934435671195e+25,3.952824734732152e+25,P
#CoronaVir,1.0259238240725371e+21,1.854185789864914e+23,N
Hi everyon,2.5097082550202276e+18,2.1414434561974843e+18,P
This is my,832058497338.34,150866136243666.03,N
Prepare yo,1.1810511096961926e+16,47119205110143.76,P
@ElbaKroop,3.562362077815743e+22,3137317261600669.5,P
Shelves em,12456429540.06,10628621611.79,P
While we a,9082022241574.72,7724424627017.31,P
Our Nebras,5.269741098612267e+19,9.493527772267312e+21,N
@FoxNews @,6.0243516994540225e+28,5.140361747040328e+28,P
@JenniferB,10331124.94,8702255.98,P
For those ,3.888362789067997e+23,1.55630894218022e+21,P
People rus,366847802024720.6,306034805459572.9,P
The TP sec,2.1065211744139812e+16,84313062523054.47,P
Why only h,1.9972890896893024e+22,1.6987305861530505e+22,P
?? &amp; c,2.954555428723744e+19,2.4887219441021034e+19,P
Today I pi,897416505882.01,753491752879.99,P
@TheCrypto,2.7393778381000876e+19,2.3374122042152813e+19,P
Im more w,176810650482558.78,150866141474542.66,P
Seeing the,2.271987899912895e+16,1.913772243192688e+16,P
Bless the ,4.632593395903849e+25,8.697589132494748e+20,P
I went to ,5370445.68,4567661.45,P
Worried ab,6.852915473264451e+22,1.2742385532845993e+18,P
Food flyin,2.706845047362513e+18,2.2800671569687542e+18,P
Bank of Ca,104552911.32,89211223.02,P
PSA: DONT ,76229868208.06,13821751182913.34,N
Anyone wit,4.244196616462169e+24,1.6987306978368261e+22,P
In our con,9.399102627594192e+19,1.6987306049754857e+22,N
So we have,6621731514498573.0,5613779663257162.0,P
?PSA? Coun,4.632593631231208e+25,1.8541857540614813e+23,P
Went to Co,7.834232123114511e+31,6.684667328490329e+31,P
Pro tip: *,99131407397708.47,84313060198695.47,P
Minister o,4.2441963698784733e+24,3.6214196172438874e+24,P
She contin,2.1800659953161248e+23,1.8541856714776757e+23,P
Wiping dow,63223598.08,249005.73,P
@phran310 ,2.5097083264811484e+18,2.1414434604485699e+18,P
Govt shoul,639834614.99,544190946.98,P
I went sho,1.0259238156098833e+21,8.697589680856139e+20,P
I just saw,176810645083031.44,150866137240785.2,P
On the one,4.4231522406354694e+17,7.968383593581773e+19,N
The more t,1.676422603742475e+20,3.0396348780446174e+22,N
The chaos ,1141208215.53,973751747.31,P
For those ,1.2891320302229534e+17,1.0964301846521326e+17,P
#Coronavir,2.5973295227017915e+25,2.209075857951825e+25,P
Dont take,6.024351557339479e+28,2.4112339159580726e+26,P
people moa,2.7068452412636995e+18,2.2800673282147116e+18,P
Walking th,58619085.35,49856595.5,P
Out shoppi,3.8883628687328465e+23,3.317799645941759e+23,P
BEING NEIG,2.7068451926036603e+18,4.860735390380389e+20,N
Its funny ,17471085106730.97,3137317395290841.5,N
@HyVee any,2.7393778221519475e+19,514311986433384.44,P
Americans ,146643381341.28,26333042421438.78,N
#coronavir,5.056533505990586e+26,2.0238668296356802e+24,P
Go ahead a,2.509708215521798e+18,1.0045053761462124e+16,P
Anyone els,1.58949303184756e+26,2.872742925400256e+28,N
@DaisyFuen,3.8883628196177674e+23,3.317799548554204e+23,P
all my can,3712568292148781.0,3137317537352790.5,P
@reliancej,55579437128743.2,221026127139.48,P
DONT BUY T,2.379569364822272e+24,2.0238669249629617e+24,P
In light o,7.227702447234962e+16,6.127510543605507e+16,P
#Coronavir,1.8298363064161825e+21,1.5563089724426428e+21,P
Meanwhile ,606656513325138.2,2412527894363.87,P
When you g,4.2441964973832995e+24,3.621419518197184e+24,P
Times of t,32865624.75,27862859.92,P
Due to COV,48617.55,8702256.32,N
Italy Spai,3.5623620721933235e+22,1.4258278346009821e+20,P
Our amazin,1.3341394340780508e+24,5.305553493558034e+21,P
Did you pa,1.4071036940617295e+18,5613779687298138.0,P
#WallStree,6.024351644617468e+28,5.140361854443556e+28,P
1/ All thi,3.520055696757817e+21,6.321033708933468e+23,N
I work for,1.4071036174573637e+18,1.1967671919059904e+18,P
No ground ,1.1810510849536444e+16,1.0045053816846918e+16,P
2/ I could,5.269741123014599e+19,9.493527734910775e+21,N
Skills tha,7.8342324071917845e+31,6.6846675901108815e+31,P
Airlines: ,1.181051129122108e+16,1.0045054211877752e+16,P
For a nati,2.479903102360774e+17,2.088906302800597e+17,P
Coronaviru,1.1810510768878418e+16,47119203219667.16,P
For god sa,1.4071037726355174e+18,1.1967672723715448e+18,P
In case yo,58619085.61,49856595.63,P
There's no,1082031703526776.1,4316872610073.19,P
A pandemic,466505424493.97,395494545719.97,P
#coronavir,5.519269589382059e+27,4.70939344173751e+27,P
We've stuc,3.562362246719093e+22,3.0396350639742265e+22,P
So started,55579437664445.84,1.004505391057502e+16,N
I dont ge,1.5358712728089623e+19,1.3062863990510723e+19,P
Nothing de,3.562362178153499e+22,1.4258278968630464e+20,P
#SaudiArab,31161404536403.3,1.1967672690158666e+18,N
The thing ,6.575654989482128e+29,5.6107690393239485e+29,P
Lots of pe,2.180066036605519e+23,1.8541857295299207e+23,P
DEMAND FOR,2.1800659655825826e+23,4.0798534845048453e+18,P
Thank god ,42739360893.74,36233628308.08,P
I just che,6.575654884556773e+29,5.610768838406777e+29,P
@RealJames,1.5358711743451015e+19,1.3062863046043353e+19,P
Im seriou,16198682791055.5,13821750988077.75,P
So COVID 1,4.0241171855920714e+30,3.422584688240356e+30,P
Was at my ,3.562362120514557e+22,3.0396349049027193e+22,P
So the wea,5091965332912.53,20249528464.59,P
US consume,5.269741064872735e+19,4.4532113262187905e+19,P
"Every cri,1.8298362362319098e+21,7.300313108682836e+18,P
Popping in,2.1800660590030545e+23,1.854185722768984e+23,P
If every r,2.3795693812148804e+24,4.453211302190014e+19,P
Most brand,3915609104.39,3319579911.87,P
Update: In,1.1198086315656144e+22,2.023866834189829e+24,N
Who needs ,654309264208168.8,547605422772330.44,P
If you wan,5.0565333706451284e+26,4.453210863717779e+19,P
The fact t,2.1800660338031083e+23,1.8541856943162858e+23,P
if you re ,76229861596.52,64834880367.81,P
@offhandma,3.263693432568308e+21,2.784791696934359e+21,P
Dear #HALI,639834630.59,2552683.63,P
We may hav,2854882918056.11,2412527830640.27,P
So my mom,2.3795693234391838e+24,2.0238668506777794e+24,P
Our food s,1.829836179597724e+21,3.4244209886888132e+16,P
New sport ,1.1810511287997174e+16,2.1414433989530048e+18,N
The first ,8.611081061799681e+18,1.5563089107718227e+21,N
@MayorSchi,7.227702624516491e+16,1.3062863988894802e+19,N
Please sto,1.0259237492529159e+21,1.8541856139934063e+23,N
Companies ,2.8350176963691572e+26,1.1310583897603392e+24,P
After visi,76229866720.42,304126603.6,P
The Govern,1141208188.64,973751741.07,P
If your gr,16198683500077.07,13821751510136.09,P
I don't us,4.244196453442225e+24,3.621419522271652e+24,P
in the gro,1.289132043422433e+17,2.337412227897714e+19,N
Well this ,146643383422.84,579418533.85,P
To anyone ,5.751987994791392e+20,1.0362303796838464e+23,N
It is our ,1.2891319801186509e+17,1.0964301179404787e+17,P
Pls stock ,1484058380991.2,1266293430719.9,P
As you sto,1.6764226484479633e+20,6.688254272182774e+17,P
Please spa,4.244196604202539e+24,1.6987306585308766e+22,P
CONSUMER A,1.22228512484059e+23,1.0695309244004412e+16,P
After care,340130593504636.1,6.127510134469195e+16,N
Even witho,4.4231517290885286e+17,1753321388581081.0,P
0% chance ,606656492950053.2,1.0964301755776874e+17,N
Everyone s,1.2891320095439603e+17,1.0964301709661936e+17,P
It just sh,1.5358712927273826e+19,6.127510666075735e+16,P
When your ,6621731671001094.0,5613779924533384.0,P
Everyone n,3.3776387391428846e+28,2.872742978840867e+28,P
Important ,9.399102429380579e+19,7.968382576744921e+19,P
Grocery st,2.5097082434609183e+18,1.0045053882409242e+16,P
An incredi,3.0944572553980725e+27,1.2345643752371837e+25,P
Just stopp,946496.33,797265.87,P
Coming hom,3712568070924292.5,3137317301667060.0,P
? Source U,7.48004284720317e+23,6.321033821271291e+23,P
Donnie tou,1230849877.12,221026149883.86,N
I LOVE how,1.334139483455175e+24,5.305553686670971e+21,P
Stop it. C,9082022364406.12,1646722726610390.5,N
Tip your b,1.2222850862520589e+23,4.860735439772044e+20,P
Sadly true,1.0259237538508442e+21,8.697589092019566e+20,P
COVID-19 p,6621732261681475.0,5613780503567273.0,P
Please lea,6.575655153576912e+29,5.610769038563788e+29,P
COVID-19 i,25272.94,4567661.36,N
@GovMikeDe,2.1065212397266988e+16,1.797418538388806e+16,P
Just a hea,4.632593665673859e+25,3.95282491008897e+25,P
Studies sh,1.4562298817601324e+25,5.7910779054548884e+22,P
BREAKING: ,2.1065211725947932e+16,1.7974184391374034e+16,P
#Covid_19 ,2.1065211300845536e+16,1.797418405499507e+16,P
This would,1.5358712469295112e+19,1.3062863702184204e+19,P
Onsite Ind,3.5200557774025125e+21,2.965062048407088e+21,P
For everyo,4.632593637186253e+25,3.952824788147164e+25,P
During thi,23962431796.26,2090.03,P
If you are,5.51926999455423e+27,4.7093935958684114e+27,P
You can wa,12456428675.15,10628620652.05,P
Panic buyi,2.9545553378362233e+19,5.305553585129622e+21,N
Be kind an,99131408885047.1,84313060790711.7,P
#Coronavir,19873984.52,16579439.61,P
lets hope ,1.1198086325771447e+22,9.493527535489592e+21,P
Increasing,1082031656654598.4,920287561490054.6,P
This panel,2367785596.21,9265587.15,P
Everyone i,5.519270162392058e+27,4.7093937194837924e+27,P
Social dis,104552913.63,89211224.33,P
Stock make,2.2561786423839976e+30,8.972282793594952e+27,P
90 year ol,2.180066009728447e+23,8.697589309509464e+20,P
With empty,1.5358713470399117e+19,1.3062864451971635e+19,P
I ran into,4.63259338767257e+25,3.952824662992101e+25,P
Fill up th,1.7349515155084455e+27,1.470859343186498e+27,P
Please exp,4.632593545308591e+25,3.952824811920839e+25,P
@Tesco @As,2.7393778218528526e+19,2.337412152182806e+19,P
Hooray! 

,6983874710.44,5939912121.25,P
@BBCWorld ,1.8298362305194542e+21,1.5563089419693633e+21,P
ok so I kn,2.597329670484532e+25,2.2090760611608303e+25,P
Hopefully ,1929910216742515.0,7724424616369.89,P
Gov/aka Bo,6.575655473574719e+29,5.610769405595339e+29,P
Tip: When ,4.632593694805271e+25,3.952824812759078e+25,P
We're at a,1.5358712397564434e+19,1.3062863628159617e+19,P
I think #C,3.263693396834806e+21,2.7847917008221446e+21,P
Retail Sto,86714.2,73042.31,P
"Donald Tr,5.269740897168791e+19,9.493527423923236e+21,N
Husband ju,1600630825600.74,287428440485729.7,N
Had an eld,2.7393777754359714e+19,2.337412114208306e+19,P
Stop misus,2.9194672424569764e+18,5.175389582844111e+20,N
Due to the,1.1589044448606515e+29,2.08778596370943e+31,N
Please DO ,4.2441966513032633e+24,3.621419790527605e+24,P
Well I gue,3011016.86,2552683.58,P
Reality ch,2.5973296349697374e+25,2.2090759331011534e+25,P
Word of th,2.479903100822247e+17,4.4532110335191745e+19,N
My 78 year,3.5623621110554027e+22,3.039634997187129e+22,P
I heard so,9082023013091.32,7724425228369.16,P
Just been ,3915609018.2,3319579857.86,P
Egyptian r,2315.41,418470.83,N
Experience,2.8350176829316222e+26,2.411233949251563e+26,P
Small remi,1.997289153141877e+22,7.968382874008796e+19,P
Impact of ,7.227702404690267e+16,6.127510586414131e+16,P
With COVID,2.5097082276665293e+18,2.1414434215959836e+18,P
@LaurynnnG,3.263693539153197e+21,2.7847917941292726e+21,P
Have a que,3.562362142951304e+22,3.039634976005035e+22,P
Let me gue,135963483316.06,116012730948.18,P
@yvonne4tn,12456429514.78,10628621488.2,P
who can't ,2.379569269005776e+24,2.023866870527692e+24,P
Amazon sai,1.5358712358230899e+19,1.3062863430170935e+19,P
This is th,2.835017682509507e+26,2.4112339281874605e+26,P
@cathy_cra,1.9972890862792695e+22,1.6987306298319122e+22,P
In the cur,2.1800661024672702e+23,1.8541857740056757e+23,P
After me a,16198684437104.66,64834889621.71,P
About to h,1484058420699.44,1266293438775.91,P
Thanks to ,2.5097081897998413e+18,2.1414433762595622e+18,P
@x_edenthe,5.269740880351327e+19,4.453211162555687e+19,P
Just a tho,1.1198086234345298e+22,9.493527295580095e+21,P
Every sing,6621731551898799.0,5613779716530922.0,P
Co, ro, an,1.2891320525590574e+17,1.0964302124308869e+17,P
@GovLauraK,1.9972892228693277e+22,1.6987307009288838e+22,P
ATTN BEER ,9.399102455644275e+19,7.968382704841161e+19,P
Im not re,7.889127818112151e+17,6.68825457208106e+17,P
We've noti,4.632593830276547e+25,3.952824965576305e+25,P
With consu,5.269740938833256e+19,2.023866864292561e+24,N
NATIONAL |,4.0523145667723976e+16,753491796573.06,P
lrt who kn,4.024117068913052e+30,1.605461358180286e+28,P
I live alo,3712568054635564.0,14716485836620.87,P
Small town,1.2222850977964694e+23,2.2090759040173812e+25,N
COVID-19 i,99131409413463.36,395494579437.95,P
People sto,2.5097081358273874e+18,1.0045053767616052e+16,P
Grocery re,2.9900652171545045e+20,2.5513146674137498e+20,P
@AirAsiaSu,2.5973294885534475e+25,4.709393201331023e+27,N
I did not ,3.8883628381444786e+23,3.317799546013488e+23,P
Hey idiots,99131409078406.25,84313063159273.36,P
@DuncanBan,4.827925325643604e+18,8.697589213291394e+20,N
Back from ,6.27836714258053e+21,2.4112341445667797e+26,N
@DeaceProd,1.1810511077325026e+16,2.1414434374776072e+18,N
As #Covid_,466505453783.18,1855180639.83,P
@lollyscup,9082022324288.74,7724424825587.2,P
Went to th,1167025116346078.5,979861434017226.2,P
Dear Malay,7.177409187775685e+30,6.124224113009544e+30,P
Fuel at th,2.990065285939005e+20,2.55131477985977e+20,P
Stop #fren,17471087938144.93,3137317815987883.0,N
Bitches wh,135963489925.84,544190978.14,P
The canned,1.2891320290328795e+17,514311992032132.5,P
2020 so fa,5.269740874911149e+19,2.0238668329141888e+24,N
@kroger @W,2.180065912347833e+23,1.854185578037063e+23,P
Pound cont,5.056533478058166e+26,4.314557417254441e+26,P
Woolworths,12456429448.94,10628621390.4,P
While peop,3.2636934209055055e+21,2.784791718702731e+21,P
Just a lit,1.5358712616034343e+19,1.3062863840076216e+19,P
The shorta,1.1198086677358812e+22,9.493527861520312e+21,P
After goin,2.739378134738443e+19,2.3374124088617447e+19,P
Buying foo,1.1810511128732762e+16,1.00450541173213e+16,P
@logicsayz,2.509708373590261e+18,2.1414435189418514e+18,P
Commodity ,55579436702277.44,47119204036255.2,P
Switzerlan,1.0259237952373965e+21,4.0798535350941645e+18,P
The key me,2.479903169132845e+17,979861361226405.1,P
On a diffe,2.597329592970769e+25,2.2090759402582285e+25,P
Just now o,832058477689.42,707680832005.13,P
The saddes,66.68,56.17,P
The woman ,2.2992941541203466e+17,920287591143371.9,P
Im scared,1141208193.26,973751722.46,P
Me: at the,5.519269749522414e+27,4.7093934507811726e+27,P
#IAG and o,358732400.7,304126600.69,P
Grocery st,5370445.75,4567661.54,P
@DaveHarig,3.5623620495620427e+22,3.0396349125125013e+22,P
@realDonal,1.676422685290666e+20,1.425827904917725e+20,P
spreads qu,4.2441963311825655e+24,1.698730542614303e+22,P
Unless you,1.676422622363513e+20,3.0396349417520074e+22,N
We should,32865623.62,5939911955.36,N
@realDonal,1082031693231860.9,920287585369918.6,P
gdi i need,59945190381996.76,50169413422593.91,P
coronaviru,7944.41,6691.84,P
@CityHarve,1.0259237309935431e+21,8.697588894562386e+20,P
Y'all can ,1.289132112612574e+17,1.0964302380007883e+17,P
#BREAKING:,3.5623620471928314e+22,3.039634884454742e+22,P
Milan , Qu,31161405209482.85,26333043492066.33,P
#Covid_19 ,9578719.41,8173175.37,P
H-E-B has ,5.519269567467508e+27,2.209075930628708e+25,P
*Rap Beat*,2.479903203940474e+17,979861377122518.9,P
My mom jus,2.7393778498470654e+19,2.3374121976062317e+19,P
Jesus Chri,9082022934073.5,7724425296166.84,P
It seems s,1.3903930323009325e+17,1.1674063294680896e+17,P
Everyone: ,55579437216463.84,47119204619136.11,P
STOP PANIC,3.562362014536691e+22,1.4258278545738975e+20,P
All the av,1484058411006.24,1266293430801.94,P
3/n

The i,4.632593477641877e+25,3.952824664971284e+25,P
Retail gia,9082022314732.62,7724424748643.61,P
Home shopp,3.562362260669171e+22,3.0396350641891262e+22,P
When I wat,4.052314404747031e+16,3.424421010353546e+16,P
Zimbabwean,1.734951534805448e+27,1.4708593736415293e+27,P
@mattZilla,1.8298362603259665e+21,1.5563089408875734e+21,P
Went to th,1484058484765.92,1266293503477.7,P
If you re ,1.997289020626042e+22,1.6987305363301514e+22,P
At @FoodBa,2.3795692427161778e+24,9.493527319235487e+21,P
#COVID19 #,2.5097084398196055e+18,2.1414435095693082e+18,P
Striking h,1.535871177981183e+19,2.784791571688263e+21,N
COVID 19 p,16198682744344.81,13821751227693.77,P
So, my for,1.8298362473480483e+21,1.5563089325908435e+21,P
Mutual aid,2854882808314.81,2412527691909.25,P
With all t,4.244196430060375e+24,3.621419538185689e+24,P
These are ,5.519269514954885e+27,4.7093932626116955e+27,P
If anyone ,2.5973295095013968e+25,2.209075870756507e+25,P
Trump said,2.3795691701776922e+24,2.0238667512017037e+24,P
Thank you ,3.888362992746063e+23,3.3177997061371676e+23,P
@TheLastLe,1.5358712408465058e+19,1.3062863646165596e+19,P
We dont ha,3.094457200184755e+27,2.631892026780856e+27,P
This shoul,2.1800659807631435e+23,1.854185679385462e+23,P
We are sti,1.8298363989144568e+21,1.5563090365153768e+21,P
With the #,25272.94,4567661.46,N
Which grou,2.2992941699143117e+17,1.9619047280067318e+17,P
PSA Be nic,7.227702615333138e+16,6.1275105980728056e+16,P
Is #Poland,1.40710372163344e+18,2.5513146340947205e+20,N
Dont chas,8.551161999096631e+32,3.4225843765278233e+30,P
We might a,6.11,1097.02,N
Where did ,832058476095.38,707680828636.82,P
@damianekf,99131410495387.98,1.7974184403867902e+16,N
@marcushjo,4.423151733962056e+17,3.737798284346515e+17,P
Its so he,1.8298363189127524e+21,3.4244211635197748e+16,P
Here's a n,3.8883626761514964e+23,3.317799487772472e+23,P
Why are pe,1.5358712050269237e+19,2.784791664355618e+21,N
Or buy gif,3.263693410587196e+21,2.784791683630548e+21,P
This #Covi,1082031706448226.0,920287590633790.5,P
covid-19 r,1688169.56,1426592.97,P
You know w,9.399102668599122e+19,1.698730624328278e+22,N
Me shoppin,104552917.36,89211227.85,P
Fourth sup,76229868455.88,13821751421633.62,N
Im trying,2.5973297686754533e+25,4.7093937062511694e+27,N
@RobJetten,1.997289140473172e+22,1.6987306648950748e+22,P
Just left ,1.2222851821440695e+23,2.209076067302893e+25,N
Folks that,2.7393778795000545e+19,2.337412208222039e+19,P
COVID-19: ,2.509708289411648e+18,2.1414434023210708e+18,P
@7NewsSydn,17471084099135.01,3137317120832389.0,N
Need medic,2.1800660585486107e+23,8.697589470744044e+20,P
We should ,31161402673217.0,5613779494474265.0,N
Capitalist,606656490017390.0,514311987551314.8,P
I done got,16198682676328.89,13821750757417.84,P
Looking fo,639834634.08,116012732431.14,N
Hey everyo,6.024351644198866e+28,2.4112339908826436e+26,P
@melissagi,275857.29,49856591.83,N
I hear onl,1.0187850701689551e+35,8.69292486604028e+34,P
If the Can,3.263693419771621e+21,2.78479175218371e+21,P
I think th,1.2222850744649971e+23,4.8607353846252005e+20,P
Also the f,4.024117288070597e+30,3.422584834106704e+30,P
Airlines g,8.611081173945222e+18,160632283398833.56,P
Jakarta ha,1082031713418906.9,920287619148688.8,P
Out here f,135963501184.4,544191024.72,P
LVMH annou,3.263693368779345e+21,1.3062863188090454e+19,P
Wow we hav,4.632593774221061e+25,3.952824876861738e+25,P
PSA- Just ,2.1800662105814047e+23,1.8541858695652265e+23,P
Online sho,146643391986.35,579418562.29,P
#coronapoc,3.5623621865518194e+22,1.4258278782087812e+20,P
#coronavir,9082022564091.75,1646722729268265.8,N
Responding,5.519269676273093e+27,4.7093935499841903e+27,P
NOW HIRING,2.2992940986474995e+17,1.9619046128771645e+17,P
About the ,42739361514.42,36233628348.42,P
Oregon Che,1.3341394089226657e+24,2.4887218232730206e+19,P
OK I'm rea,2195342141.61,1855180772.94,P
Voltas 1.5,897416486551.46,160632280781569.25,N
Ive gotte,606656517230338.6,1.0964302265366347e+17,N
@Louisiana,1.4071037127920686e+18,2.5513145997086723e+20,N
PSA: You h,4.2441966226762707e+24,3.6214196622980407e+24,P
To paraphr,1230849875.67,221026146548.17,N
Beware of ,606656508655156.9,514312010776431.1,P
SUPERMARKE,0.0,0.0,P
https://t.,2.1800660467114547e+23,8.697589613021882e+20,P
Next deliv,2.739378077553501e+19,2.3374123585503453e+19,P
Just think,1.5358712189919072e+19,1.3062863523586468e+19,P
ICYMI: In ,340130629590124.56,1348265558653.84,P
Stores sel,1.9972892990698804e+22,1.698730795581398e+22,P
at the gro,1.181051147733251e+16,1.004505421749916e+16,P
Food secti,4.632593900081576e+25,1.8541858668018912e+23,P
Please do ,2854883035788.93,2412527901696.94,P
I dont kn,1929910302872392.2,1646722754469513.5,P
I'm still ,1.8937212845597529e+28,7.296397973362603e+32,N
People tha,1.8298362965170046e+21,1.5563089949950833e+21,P
Holy COVID,2.7068453042046444e+18,2.2800673394027558e+18,P
With schoo,5.519269230887862e+27,4.709393092973383e+27,P
I had to g,3712568148811679.5,69031895262.9,P
